year,kind,subject,url,local
2018,2ji_mondai,C,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2018/c2ji2018.pdf,sources/2ji/2018/C.pdf
2018,2ji_mondai,D,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2018/d2ji2018.pdf,sources/2ji/2018/D.pdf
2017,2ji_mondai,A,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2017/a2ji2017.pdf,sources/2ji/2017/A.pdf
2017,2ji_mondai,B,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2017/b2ji2017.pdf,sources/2ji/2017/B.pdf
2017,2ji_mondai,C,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2017/c2ji2017.pdf,sources/2ji/2017/C.pdf
2017,2ji_mondai,D,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2017/d2ji2017.pdf,sources/2ji/2017/D.pdf
2016,2ji_mondai,A,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2016/a2j2016.pdf,sources/2ji/2016/A.pdf
2016,2ji_mondai,B,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2016/b2j2016.pdf,sources/2ji/2016/B.pdf
2016,2ji_mondai,C,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2016/c2j2016.pdf,sources/2ji/2016/C.pdf
2016,2ji_mondai,D,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2016/d2j2016.pdf,sources/2ji/2016/D.pdf
2015,2ji_mondai,A,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2015/a2ji2015.pdf,sources/2ji/2015/A.pdf
2015,2ji_mondai,B,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2015/b2ji2015.pdf,sources/2ji/2015/B.pdf
2015,2ji_mondai,C,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2015/c2ji2015.pdf,sources/2ji/2015/C.pdf
2015,2ji_mondai,D,https://www.jf-cmca.jp/attach/test/shikenmondai/2ji2015/d2ji2015.pdf,sources/2ji/2015/D.pdf
2025,toukei,-,https://www.jf-cmca.jp/attach/test/r07/r07_1ji_toukei.pdf,sources/misc/r07_1ji_toukei.pdf
all,suii,-,https://www.jf-cmca.jp/attach/test/suii_moushikomisha.pdf,sources/misc/suii_moushikomisha.pdf
